Title,Link,Company,Date
Team Lead/Senior JavaScript Developer for Imunify UI Team,https://hh.ru/vacancy/40812302?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Cloud Linux,2020-12-28 00:00:00
Data Analyst,https://rabota.by/vacancy/40651964?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,"Wargaming, Minsk (Game Stream)",2020-12-28 00:00:00
Cтажёр-разработчик автоматизированных тестов,https://rabota.by/vacancy/41177261?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,a1qa,2020-12-28 00:00:00
Senior Big Data Engineer,https://rabota.by/vacancy/40714619?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Viber,2020-12-27 00:00:00
Web QA Engineer,https://rabota.by/vacancy/34234522?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Изибрэйн,2020-12-28 00:00:00
"Unity/C# разработчик (MY.GAMES, студия SWAG MASHA)",https://hh.ru/vacancy/37586431?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Mail.ru Group,2020-12-28 00:00:00
Data Team QA Automation Engineer,https://rabota.by/vacancy/40986730?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,"Плэйтика Бел, ИООО",2020-12-26 00:00:00
Embedded Software Engineer,https://rabota.by/vacancy/40700157?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО НАВИГАЦИОННЫЕ СИСТЕМЫ И РЕШЕНИЯ,2020-12-27 00:00:00
Data Scientist,https://rabota.by/vacancy/40496929?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Эволюшн Продактс Девелопмент,2020-12-28 00:00:00
DevOps engineer,https://rabota.by/vacancy/40764450?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Иностр. п. Admitad,2020-12-26 00:00:00
Embedded C/C++ Engineer,https://rabota.by/vacancy/41176818?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ИТС Партнёр,2020-12-28 00:00:00
QA Automation Engineer (World of Tanks Blitz),https://rabota.by/vacancy/40905685?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,"Wargaming, Moscow",2020-12-27 00:00:00
Senior DevOps Engineer,https://rabota.by/vacancy/40983397?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Softeq Development,2020-12-26 00:00:00
Game Data Analyst (Flime by Gismart),https://rabota.by/vacancy/41118502?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Gismart,2020-12-28 00:00:00
QA Engineer (mobile),https://rabota.by/vacancy/40341771?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,"Wargaming, Minsk (Game Stream)",2020-12-28 00:00:00
QA Automation Engineer,https://rabota.by/vacancy/39751529?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Файненшл Технолоджи Компани,2020-12-28 00:00:00
Middle Linux System Engineer,https://rabota.by/vacancy/39952909?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ID Finance,2020-12-28 00:00:00
Tech Lead .Net / Architect,https://rabota.by/vacancy/41150352?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Он Зэ Спот Девелопмент,2020-12-27 00:00:00
System Architect,https://rabota.by/vacancy/40831544?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Иностр. п. Admitad,2020-12-28 00:00:00
Product Data Analyst,https://rabota.by/vacancy/40909904?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Пандадок,2020-12-27 00:00:00
Hardware Verification Engineer,https://hh.ru/vacancy/40896149?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ИП InfuseMedia,2020-12-27 00:00:00
Senior iOS Developer в международный B2C-сервис премиум-класса,https://hh.ru/vacancy/41135596?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Anchous Drive Recruitment,2020-12-26 00:00:00
Game Analyst,https://rabota.by/vacancy/40366371?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,"Wargaming, Moscow",2020-12-26 00:00:00
QA Automation Engineer,https://rabota.by/vacancy/41182216?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО АйТиЭйч Девелопмент,2020-12-28 00:00:00
Senior DevOps Engineer for EverC,https://hh.ru/vacancy/41117807?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Ciklum,2020-12-28 00:00:00
Business Intelligence Developer,https://rabota.by/vacancy/40260844?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Эволюшн Продактс Девелопмент,2020-12-28 00:00:00
Системный архитектор,https://rabota.by/vacancy/40985228?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ФоксТри,2020-12-26 00:00:00
"Technical Lead Developer (.Net Core, Angular)",https://rabota.by/vacancy/41006640?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Solarwinds MSP Technology,2020-12-25 00:00:00
IT рекрутер в Яндекс.Практикум,https://hh.ru/vacancy/41066443?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Яндекс,2020-12-28 00:00:00
Business Intelligence Analyst,https://rabota.by/vacancy/40260695?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Эволюшн Продактс Девелопмент,2020-12-28 00:00:00
Project Manager,https://rabota.by/vacancy/41038832?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Сампад,2020-12-28 00:00:00
Senior QA Engineer,https://rabota.by/vacancy/41006374?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Solarwinds MSP Technology,2020-12-25 00:00:00
System Administrator,https://rabota.by/vacancy/40909936?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,"Wargaming, Minsk (Game Stream)",2020-12-27 00:00:00
Application Support Specialist,https://rabota.by/vacancy/40697258?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО IDT Technologies,2020-12-28 00:00:00
Senior Javascript (React) developer,https://hh.ru/vacancy/40641184?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Artezio,2020-12-24 00:00:00
"Middle/Senior Frontend Developer (React) - Москва, Санкт-Петербург",https://hh.ru/vacancy/40765232?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Artezio,2020-12-24 00:00:00
DevOps Middle Engineer,https://rabota.by/vacancy/40132233?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Itransition,2020-12-24 00:00:00
Инженер-программист,https://rabota.by/vacancy/41136605?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ЮВР,2020-12-23 00:00:00
DevOps Senior Engineer,https://rabota.by/vacancy/40132243?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Itransition,2020-12-24 00:00:00
"Java developer (команда Billing, Минск)",https://hh.ru/vacancy/40601519?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,HeadHunter::Backend,2020-12-23 00:00:00
Software Engineer,https://rabota.by/vacancy/41136606?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ЮВР,2020-12-23 00:00:00
DevOps,https://rabota.by/vacancy/41137209?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ИТС Партнёр,2020-12-23 00:00:00
Senior DevOps Engineer,https://rabota.by/vacancy/40016114?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Belitsoft,2020-12-23 00:00:00
DevOps Engineer,https://rabota.by/vacancy/40588471?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Intetics,2020-12-23 00:00:00
Scrum master,https://rabota.by/vacancy/40831549?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Иностр. п. Admitad,2020-12-28 00:00:00
Video Streaming Engineer,https://rabota.by/vacancy/40350899?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Эволюшн Продактс Девелопмент,2020-12-23 00:00:00
Product Analyst,https://rabota.by/vacancy/41130696?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Onliner,2020-12-23 00:00:00
Java Developer (Kotlin),https://rabota.by/vacancy/40637934?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,SoftTeco,2020-12-21 00:00:00
QA Automation Engineer (Python),https://rabota.by/vacancy/39569072?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Belitsoft,2020-12-21 00:00:00
Senior automation Engineer,https://hh.ru/vacancy/41113568?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Artezio,2020-12-22 00:00:00
QA Automation Engineer,https://rabota.by/vacancy/40675477?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Belitsoft,2020-12-22 00:00:00
Middle / Senior Big Data Engineer,https://rabota.by/vacancy/41097681?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Godel Technologies Europe,2020-12-21 00:00:00
"Backend Software Developer (Sport & Fashion Management, Singapore)",https://rabota.by/vacancy/40689483?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Торговая сеть «СПОРТМАСТЕР» (Беларусь),2020-12-21 00:00:00
Salesforce Developer,https://rabota.by/vacancy/41086294?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ТехноИнновация,2020-12-21 00:00:00
Middle / Senior Software Developer in Test (Automation QA Engineer),https://rabota.by/vacancy/41097754?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Godel Technologies Europe,2020-12-21 00:00:00
"Game Engine Developer (Mobile, Java)",https://rabota.by/vacancy/34804827?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Вайзор Геймз,2020-12-21 00:00:00
Systems Engineer / SRE,https://rabota.by/vacancy/38945167?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Эволюшн Продактс Девелопмент,2020-12-21 00:00:00
DevOps Engineer,https://rabota.by/vacancy/41097626?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Хайэнд Системс,2020-12-21 00:00:00
"Build Tools Engineer (Mobile, Java)",https://rabota.by/vacancy/34807931?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Вайзор Геймз,2020-12-21 00:00:00
Quality Assurance engineer (middle level),https://rabota.by/vacancy/40893588?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Визутех Систем,2020-12-27 00:00:00
Senior/Lead DevOps (Microsoft Stack),https://rabota.by/vacancy/41085824?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,instinctools,2020-12-21 00:00:00
Lead/Senior DevOps Engineer (AWS),https://rabota.by/vacancy/38176210?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,instinctools,2020-12-19 00:00:00
Software Development Engineer in Testing (Java),https://rabota.by/vacancy/41030614?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Syberry CIS,2020-12-18 00:00:00
.NET developer,https://rabota.by/vacancy/40520308?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Oxagile,2020-12-18 00:00:00
Senior Java Developer,https://hh.ru/vacancy/36703299?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Artezio,2020-12-18 00:00:00
Workflow Engineer,https://rabota.by/vacancy/38578522?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Syberry CIS,2020-12-18 00:00:00
Senior JavaScript developer,https://hh.ru/vacancy/41053111?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Artezio,2020-12-17 00:00:00
DevOps (Development and Operations),https://hh.ru/vacancy/41064915?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,LIBERTEX,2020-12-18 00:00:00
PaaS Systems Engineer,https://rabota.by/vacancy/41067093?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Netcracker Technology Corp.,2020-12-18 00:00:00
"QA Automation Engineer (World of Tanks, Web)",https://rabota.by/vacancy/39364471?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,"Wargaming, Minsk (Game Stream)",2020-12-17 00:00:00
QA Automation Engineer,https://rabota.by/vacancy/41056439?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,LeverX International,2020-12-17 00:00:00
QA Engineer,https://rabota.by/vacancy/41056454?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,LeverX International,2020-12-17 00:00:00
QA Automation Engineer,https://rabota.by/vacancy/38673255?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ИТС Партнёр,2020-12-16 00:00:00
Middle+/Senior PHP Backend Developer,https://hh.ru/vacancy/40990560?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Red Rift,2020-12-14 00:00:00
Senior JavaScript Full Stack Developer,https://rabota.by/vacancy/40451019?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Exadel,2020-12-14 00:00:00
Data Analyst,https://rabota.by/vacancy/40682111?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,21vek.by,2020-12-14 00:00:00
Senior Software Engineer,https://rabota.by/vacancy/41002212?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,APALON,2020-12-15 00:00:00
Data Scientist,https://rabota.by/vacancy/40991954?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Belitsoft,2020-12-14 00:00:00
Generalist/R&D Software Engineer,https://rabota.by/vacancy/38315128?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Вайзор Геймз,2020-12-15 00:00:00
Программист со знанием немецкого языка. Специалист по сопровождению ПО.,https://rabota.by/vacancy/39129163?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,SaM Solutions Самсолюшнс,2020-12-15 00:00:00
DevOps Engineer,https://rabota.by/vacancy/40976256?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Andersen,2020-12-14 00:00:00
Principal Software Engineer (Information Retrieval team),https://rabota.by/vacancy/40993290?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО IHS Global,2020-12-14 00:00:00
Middle Java Developer,https://rabota.by/vacancy/39790545?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Дуал Лаб Бел,2020-12-12 00:00:00
Unity developer (remote),https://rabota.by/vacancy/40964689?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО СтаркГеймз,2020-12-11 00:00:00
DevOps Specialist,https://rabota.by/vacancy/40969103?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ЗАО Научсофт,2020-12-13 00:00:00
Backend Core Developer,https://rabota.by/vacancy/40954519?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО СолбегСофт,2020-12-11 00:00:00
Senior Data Enginier / ETL Developer (optionally TL),https://hh.ru/vacancy/40962143?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,GlowByte Consulting,2020-12-11 00:00:00
Techsupport engineer / Junior linux system administrator,https://hh.ru/vacancy/40951921?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,EXANTE,2020-12-11 00:00:00
Junior DevOps engineer,https://hh.ru/vacancy/40931793?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Бизнес солюшинс лаб,2020-12-10 00:00:00
Server Developer (Golang),https://rabota.by/vacancy/40908318?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Melsoft Games,2020-12-09 00:00:00
System Engineer/ System Administrator,https://rabota.by/vacancy/40384473?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Belitsoft,2020-12-12 00:00:00
"Senior Data Scientist (CV, NLP)",https://rabota.by/vacancy/40993272?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО IHS Global,2020-12-14 00:00:00
Middle DevOps Engineer (AWS),https://rabota.by/vacancy/39825150?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Exadel,2020-12-10 00:00:00
QA Automation Engineer (Python),https://rabota.by/vacancy/38520060?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ИТС Партнёр,2020-12-08 00:00:00
QA Automation engineer,https://rabota.by/vacancy/40915497?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,1pt / Уан Поинт,2020-12-10 00:00:00
Senior Big Data Developer,https://rabota.by/vacancy/40862284?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Exadel,2020-12-08 00:00:00
Data Scientist (NLP/CV),https://rabota.by/vacancy/40993282?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО IHS Global,2020-12-14 00:00:00
Chief Security Officer for CloudLinux company,https://hh.ru/vacancy/40936183?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Cloud Linux,2020-12-10 00:00:00
Data Engineering Tech Lead,https://rabota.by/vacancy/40864122?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,DELVE,2020-12-08 00:00:00
Lead Cloud DevOps Engineer,https://rabota.by/vacancy/40862996?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Exadel,2020-12-08 00:00:00
DevOps Engineer,https://rabota.by/vacancy/40315148?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО СолбегСофт,2020-12-08 00:00:00
Data Engineer,https://rabota.by/vacancy/40831204?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО СолбегСофт,2020-12-07 00:00:00
Engineering Manager,https://rabota.by/vacancy/40350291?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Oxagile,2020-12-10 00:00:00
Architect/Principal Engineer,https://rabota.by/vacancy/39213363?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Flo Health,2020-12-07 00:00:00
Site Reliability Engineer,https://rabota.by/vacancy/40296529?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Intetics,2020-12-09 00:00:00
Senior Data Scientist,https://rabota.by/vacancy/40811516?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Flo Health,2020-12-04 00:00:00
Andrоid-разработчик в Толоку,https://hh.ru/vacancy/39638213?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Яндекс,2020-12-04 00:00:00
DevOps/Infrastructure engineer,https://rabota.by/vacancy/40811808?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Flo Health,2020-12-04 00:00:00
Senior DevOps/Python,https://rabota.by/vacancy/40185110?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Belitsoft,2020-12-02 00:00:00
Senior Java developer (команда Billing),https://rabota.by/vacancy/40264335?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,rabota.by,2020-12-02 00:00:00
Junior Software Engineer (Dbrain / Dbrain cloud management),https://rabota.by/vacancy/40730144?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Синезис,2020-12-01 00:00:00
Frontend Developer (Angular),https://rabota.by/vacancy/40761896?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Intetics,2020-12-02 00:00:00
Java Software Engineer (for Nexxiot team),https://rabota.by/vacancy/40723837?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Кортлекс Бел,2020-12-01 00:00:00
Middle Software Engineer (Dbrain / Dbrain cloud management),https://rabota.by/vacancy/40730218?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Синезис,2020-12-01 00:00:00
